maintask.thisRepN,maintask.thisTrialN,maintask.thisN,maintask.thisIndex,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,instrText.started,trial_select.started,trial_select.keys,trial_select.rt,trial_select.duration,text_rewardRating.started,text_rewardRating_2.started,coins_little_2.started,coins_many_2.started,reward.started,login_reward.started,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,text_effortRating_3.started,text_effortRating_4.started,fuel_empty.started,fuel_full.started,effort.started,effort_reward_2.started,effort.response,effort.rt,effort_reward_2.keys,effort_reward_2.rt,effort_reward_2.duration,text2_2.started,text2_2.stopped,text_6.started,tank.started,barBody.started,background.started,# of presses,trial score,feedbackMsg.started,image_rubies.started,feedbackMsg.stopped,image_rubies.stopped,Handedness,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,15.717483829999765,15.717483829999765,['return'],[0.7401127140001336],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r/l,,2023-08-31_13h54.01.151,RewardEffortLearning,2023.1.3,None,
,,,,,,,,,,,,,,16.53037775300072,16.53037775300072,16.53037775300072,16.53037775300072,16.55737892400066,18.73818808500073,2.0,2.215034701001059,['return'],[0.300948108000739],[None],19.41643644999931,19.41643644999931,19.41643644999931,19.41643644999931,19.43171116600024,20.548726696999438,4.0,1.4734076509994338,['return'],[0.5624633979987266],[None],21.134466908999457,22.14883293999992,22.14883293999992,22.14883293999992,22.14883293999992,22.14883293999992,20,0,32.18898612799967,32.18898612799967,35.193059715000345,35.193059715000345,,,,,,,
