maintask.thisRepN,maintask.thisTrialN,maintask.thisN,maintask.thisIndex,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,instrText.started,trial_select.started,trial_select.keys,trial_select.rt,trial_select.duration,text_rewardRating.started,text_rewardRating_2.started,coins_little_2.started,coins_many_2.started,reward.started,login_reward.started,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,text_effortRating_3.started,text_effortRating_4.started,fuel_empty.started,fuel_full.started,effort.started,effort_reward_2.started,effort.response,effort.rt,effort_reward_2.keys,effort_reward_2.rt,effort_reward_2.duration,text2_2.started,text2_2.stopped,text_6.started,background.started,barBody.started,barTop.started,Handedness,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,99.54693831200166,99.54693831200166,['return'],[0.6000605289991654],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,r/l,,2023-08-31_13h32.36.628,RewardEffortLearning,2023.1.3,None,
,,,,,,,,,,,,,,100.21866790500098,100.21866790500098,100.21866790500098,100.21866790500098,100.24324142100158,101.51074523400166,2.0,1.305000258000291,['return'],[0.19623425899771973],[None],102.1088164140001,102.1088164140001,102.1088164140001,102.1088164140001,102.12492916800147,121.01425605500117,5.0,23.209645891000036,['return'],[4.6198474549983075],[None],125.67200573600167,126.67596428700017,126.67596428700017,126.67596428700017,126.67596428700017,126.67596428700017,,,,,,,
