maintask.thisRepN,maintask.thisTrialN,maintask.thisN,maintask.thisIndex,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,instrText.started,trial_select.started,trial_select.keys,trial_select.rt,trial_select.duration,text_rewardRating.started,text_rewardRating_2.started,coins_little_2.started,coins_many_2.started,reward.started,login_reward.started,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,text_effortRating_3.started,text_effortRating_4.started,battery_empty.started,battery_full.started,effort.started,effort_reward_2.started,effort.response,effort.rt,effort_reward_2.keys,effort_reward_2.rt,effort_reward_2.duration,text2_2.started,text2_2.stopped,text_6.started,background.started,barBody.started,barTop.started,# of presses,trial score,feedbackMsg.started,image_rubies.started,feedbackMsg.stopped,image_rubies.stopped,Handedness,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,13.699623253000027,13.699623253000027,['return'],[0.9191366139993988],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r/l,,2023-08-29_19h58.56.795,RewardEffortLearning,2023.1.3,None,
,,,,,,,,,,,,,,14.695353284999328,14.695353284999328,14.695353284999328,14.695353284999328,14.725300903999596,15.939318914000069,3.0,1.248667361999651,['return'],[0.48454169900014676],[None],16.475754592999692,16.475754592999692,16.475754592999692,16.475754592999692,16.494224179999947,17.163066308999987,2.0,0.6755178150006032,['return'],[0.36077129099976446],[None],17.555551438999828,18.56347128299967,18.56347128299967,18.56347128299967,18.56347128299967,18.56347128299967,56,1,28.605881819999922,28.605881819999922,31.604638578999584,31.604638578999584,,,,,,,
