maintask.thisRepN,maintask.thisTrialN,maintask.thisN,maintask.thisIndex,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,instrText.started,trial_select.started,trial_select.keys,trial_select.rt,trial_select.duration,text_rewardRating.started,text_rewardRating_2.started,coins_little_2.started,coins_many_2.started,reward.started,login_reward.started,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,text_effortRating_3.started,text_effortRating_4.started,fuel_empty.started,fuel_full.started,effort.started,Handedness,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,23.028440161000617,23.028440161000617,['return'],[1.301359744000365],[None],,,,,,,,,,,,,,,,,r/l,,2023-08-31_12h42.57.260,RewardEffortLearning,2023.1.3,None,
,,,,,,,,,,,,,,24.40335053600029,24.40335053600029,24.40335053600029,24.40335053600029,24.42860557699896,26.38485578700056,2.0,1.9929468649988848,['return'],[0.7721323020014097],[None],27.184306564999133,27.184306564999133,27.184306564999133,27.184306564999133,27.1971966050005,,,,,,,
