maintask.thisRepN,maintask.thisTrialN,maintask.thisN,maintask.thisIndex,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,instrText.started,trial_select.started,trial_select.keys,trial_select.rt,trial_select.duration,text_rewardRating.started,text_rewardRating_2.started,coins_little_2.started,coins_many_2.started,reward.started,login_reward.started,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,text_effortRating_3.started,text_effortRating_4.started,fuel_empty.started,fuel_full.started,effort.started,effort_reward_2.started,effort.response,effort.rt,effort_reward_2.keys,effort_reward_2.rt,effort_reward_2.duration,text2_2.started,text2_2.stopped,text_6.started,tank.started,background.started,barBody.started,# of presses,trial score,feedbackMsg.started,image_rubies.started,feedbackMsg.stopped,image_rubies.stopped,Handedness,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,15.795411823000904,15.795411823000904,['return'],[2.4594463939993148],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r/l,,2023-08-31_13h55.09.434,RewardEffortLearning,2023.1.3,None,
,,,,,,,,,,,,,,18.313421371000004,18.313421371000004,18.313421371000004,18.313421371000004,18.339590920000774,19.665048688000752,2.0,1.3439775530005136,['return'],[0.22957108599985077],[None],20.282581475999905,20.282581475999905,20.282581475999905,20.282581475999905,20.304111722000016,20.872720657000173,4.0,0.9475582930008386,['return'],[0.2697958539993124],[None],21.162267231000442,22.184660742001142,22.184660742001142,22.184660742001142,22.184660742001142,22.184660742001142,54,1,32.219611447000716,32.219611447000716,35.218184332999954,35.218184332999954,,,,,,,
