maintask.thisRepN,maintask.thisTrialN,maintask.thisN,maintask.thisIndex,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,instrText.started,trial_select.started,trial_select.keys,trial_select.rt,trial_select.duration,text_rewardRating.started,text_rewardRating_2.started,coins_little_2.started,coins_many_2.started,reward.started,login_reward.started,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,text_effortRating_3.started,text_effortRating_4.started,battery_empty.started,battery_full.started,effort.started,effort_reward_2.started,effort.response,effort.rt,effort_reward_2.keys,effort_reward_2.rt,effort_reward_2.duration,text2_2.started,text2_2.stopped,text_6.started,background.started,barBody.started,barTop.started,# of presses,trial score,feedbackMsg.started,image_rubies.started,image_shipCrash.started,Handedness,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,13.533815439999671,13.533815439999671,['return'],[1.7241418379999232],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r/l,,2023-08-29_19h42.30.767,RewardEffortLearning,2023.1.3,None,
,,,,,,,,,,,,,,15.314927188000183,15.314927188000183,15.314927188000183,15.314927188000183,15.34731187000034,16.54563483400034,1.0,1.2220483279998007,['return'],[0.38025846900018223],[None],16.967950702000053,16.967950702000053,16.967950702000053,16.967950702000053,16.987441620000027,17.756970383999942,1.0,0.7787475430004633,['return'],[0.3516407050001362],[None],18.140347765000115,19.152905595999982,19.152905595999982,19.152905595999982,19.152905595999982,19.152905595999982,4,0,20.204974864999713,20.204974864999713,20.204974864999713,,,,,,,
