Points,FeedbackText1,FeedbackText2,stimFile,effLevel,maintask.thisRepN,maintask.thisTrialN,maintask.thisN,maintask.thisIndex,instrText.started,trial_select.started,trial_select.keys,trial_select.rt,trial_select.duration,text_rewardRating.started,text_rewardRating_2.started,coins_little_2.started,coins_many_2.started,reward.started,login_reward.started,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,text_effortRating_3.started,text_effortRating_4.started,battery_empty.started,battery_full.started,effort.started,effort_reward_2.started,effort.response,effort.rt,effort_reward_2.keys,effort_reward_2.rt,effort_reward_2.duration,text2_2.started,text2_2.stopped,text_6.started,background.started,barBody.started,barTop.started,# of presses,trial score,feedbackMsg.started,image_rubies.started,image_shipCrash.started,feedbackMsg.stopped,image_rubies.stopped,image_shipCrash.stopped,Handedness,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,10.95591383700048,10.95591383700048,['return'],[1.9414262749996851],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r/l,,2023-08-29_19h41.33.448,RewardEffortLearning,2023.1.3,120.99084142882474,
3,"You reached the planet, you get 3 rubies!",You did not have enough battery to reach the planet and missed 3 rubies!,image3.png,50,0,0,0,0,,,,,,12.963418408000507,12.963418408000507,12.963418408000507,12.963418408000507,12.997752230000515,14.19896936600071,3.0,1.2350173779996112,['return'],[0.3650235289996999],[None],14.598631628000476,14.598631628000476,14.598631628000476,14.598631628000476,14.617821211000773,15.722127566000381,2.0,1.1121954449999976,['return'],[0.20286692099944048],[None],15.948333031000402,16.958907512000224,16.958907512000224,16.958907512000224,16.958907512000224,16.958907512000224,3,0,18.00070879100076,18.00070879100076,18.00070879100076,28.016589073000432,28.016589073000432,28.016589073000432,r/l,,2023-08-29_19h41.33.448,RewardEffortLearning,2023.1.3,120.99084142882474,
,,,,,,,,,,,,,,28.016589073000432,28.016589073000432,28.016589073000432,28.016589073000432,28.03597193800033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
