maintask.thisRepN,maintask.thisTrialN,maintask.thisN,maintask.thisIndex,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,instrText.started,trial_select.started,trial_select.keys,trial_select.rt,trial_select.duration,text_rewardRating.started,text_rewardRating_2.started,coins_little_2.started,coins_many_2.started,reward.started,login_reward.started,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,text_effortRating_3.started,text_effortRating_4.started,battery_empty.started,battery_full.started,effort.started,effort_reward_2.started,effort.response,effort.rt,effort_reward_2.keys,effort_reward_2.rt,effort_reward_2.duration,text2_2.started,text_6.started,background.started,barBody.started,barTop.started,# of presses,trial score,feedbackMsg.started,image_rubies.started,feedbackMsg.stopped,image_rubies.stopped,Handedness,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,17.142820008000854,17.142820008000854,['return'],[2.310403111994674],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r/l,,2023-08-30_15h59.32.217,RewardEffortLearning,2023.1.3,121.49043001254675,
,,,,,,,,,,,,,,19.54153462300019,19.54153462300019,19.54153462300019,19.54153462300019,19.57296297100038,20.99732284000129,2.0,1.4654853690008167,['return'],[3.3306780319981044],[None],24.381458886000473,24.381458886000473,24.381458886000473,24.381458886000473,24.40468346000125,31.495795808001276,4.0,7.118257977999747,['return'],[0.5309542839968344],[None],32.04760124000313,33.06172341400088,33.06172341400088,33.06172341400088,33.06172341400088,57,1,43.09888550100004,43.09888550100004,46.09317425700283,46.09317425700283,,,,,,,
