maintask.thisRepN,maintask.thisTrialN,maintask.thisN,maintask.thisIndex,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,instrText.started,trial_select.started,trial_select.keys,text_rewardRating.started,text_rewardRating_2.started,coins_little_2.started,coins_many_2.started,reward.started,login_reward.started,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,text_effortRating_3.started,text_effortRating_4.started,battery_empty.started,battery_full.started,effort.started,effort_reward_2.started,effort.response,effort.rt,effort_reward_2.keys,effort_reward_2.rt,effort_reward_2.duration,text2_2.started,text_6.started,background.started,barBody.started,barTop.started,# of presses,trial score,feedbackMsg.started,image_rubies.started,image_shipFull.started,feedbackMsg.stopped,image_rubies.stopped,image_shipFull.stopped,Handedness,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,11.01347734799947,11.01347734799947,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r/l,,2023-08-29_19h46.24.641,RewardEffortLearning,2023.1.3,None,
,,,,,,,,,,,,16.02326728099979,16.02326728099979,16.02326728099979,16.02326728099979,16.05569336999997,17.770032196999637,2.0,1.741549801000474,['return'],[0.4364025459999539],[None],18.261863240999446,18.261863240999446,18.261863240999446,18.261863240999446,18.280133460999423,19.755754377999438,2.0,1.4911579509998774,['return'],[0.21461817100043845],[None],20.004089531000318,21.023107551000066,21.023107551000066,21.023107551000066,21.023107551000066,50,1,28.814564403000077,28.814564403000077,28.814564403000077,38.813802386000134,38.813802386000134,38.813802386000134,,,,,,,
