maintask.thisRepN,maintask.thisTrialN,maintask.thisN,maintask.thisIndex,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,instrText.started,trial_select.started,trial_select.keys,trial_select.rt,trial_select.duration,text_rewardRating.started,text_rewardRating_2.started,coins_little_2.started,coins_many_2.started,reward.started,login_reward.started,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,text_effortRating_3.started,text_effortRating_4.started,fuel_empty.started,fuel_full.started,effort.started,effort_reward_2.started,effort.response,effort.rt,effort_reward_2.keys,effort_reward_2.rt,effort_reward_2.duration,text2_2.started,text2_2.stopped,text_6.started,spaceShip.started,barBody.started,# of presses,trial score,feedbackMsg.started,image_rubies.started,feedbackMsg.stopped,image_rubies.stopped,Handedness,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,16.286093508000704,16.286093508000704,['return'],[0.9150865830015391],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r/l,,2023-08-31_13h36.40.852,RewardEffortLearning,2023.1.3,None,
,,,,,,,,,,,,,,17.271534089999477,17.271534089999477,17.271534089999477,17.271534089999477,17.297082713001146,18.929046946001108,2.0,1.6706820460003655,['return'],[0.23921352199977264],[None],19.575198057000307,19.575198057000307,19.575198057000307,19.575198057000307,19.58951106600034,20.936382531999698,4.0,1.7263733520012465,['return'],[0.3839003289995162],[None],21.33879331800017,22.354565122001077,22.354565122001077,22.354565122001077,22.354565122001077,12,0,32.39605234800001,32.39605234800001,35.39402848800091,35.39402848800091,,,,,,,
