maintask.thisRepN,maintask.thisTrialN,maintask.thisN,maintask.thisIndex,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,instrText.started,trial_select.started,trial_select.keys,trial_select.rt,trial_select.duration,text_rewardRating.started,text_rewardRating_2.started,coins_little_2.started,coins_many_2.started,reward.started,login_reward.started,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,text_effortRating_3.started,text_effortRating_4.started,battery_empty.started,battery_full.started,effort.started,effort_reward_2.started,effort.response,effort.rt,effort_reward_2.keys,effort_reward_2.rt,effort_reward_2.duration,text2_2.started,text2_2.stopped,text_6.started,background.started,barBody.started,barTop.started,# of presses,trial score,feedbackMsg.started,image_rubies.started,image_shipCrash.started,Handedness,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,11.352778194000166,11.352778194000166,['return'],[3.941081320000194],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r/l,,2023-08-29_19h44.01.189,RewardEffortLearning,2023.1.3,None,
,,,,,,,,,,,,,,15.365720032999889,15.365720032999889,15.365720032999889,15.365720032999889,15.392902697999489,17.319073953999577,4.0,1.9567161679997298,['return'],[0.3069698729996162],[None],17.67456306799977,17.67456306799977,17.67456306799977,17.67456306799977,17.694764548999956,18.335111391000282,3.0,0.6474147799999628,['return'],[0.5122131319994878],[None],18.876566838000144,19.887964128999556,19.887964128999556,19.887964128999556,19.887964128999556,19.887964128999556,1,0,20.925524413999483,20.925524413999483,20.925524413999483,,,,,,,
