maintask.thisRepN,maintask.thisTrialN,maintask.thisN,maintask.thisIndex,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,instrText.started,trial_select.started,trial_select.keys,trial_select.rt,trial_select.duration,text_rewardRating.started,text_rewardRating_2.started,coins_little_2.started,coins_many_2.started,reward.started,login_reward.started,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,text_effortRating_3.started,text_effortRating_4.started,fuel_empty.started,fuel_full.started,effort.started,Handedness,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,37.175025888000164,37.175025888000164,['return'],[1.6509005230000184],[None],,,,,,,,,,,,,,,,,r/l,,2023-08-31_13h29.23.977,RewardEffortLearning,2023.1.3,None,
,,,,,,,,,,,,,,38.89827787500144,38.89827787500144,38.89827787500144,38.89827787500144,38.922220710001056,40.16176123600053,2.0,1.2536039639999217,['return'],[0.23865224899964232],[None],40.804395537001255,40.804395537001255,40.804395537001255,40.804395537001255,40.82048085800125,,,,,,,
