maintask.thisRepN,maintask.thisTrialN,maintask.thisN,maintask.thisIndex,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,instrText.started,trial_select.started,trial_select.keys,trial_select.rt,trial_select.duration,text_rewardRating.started,text_rewardRating_2.started,coins_little_2.started,coins_many_2.started,reward.started,login_reward.started,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,text_effortRating_3.started,text_effortRating_4.started,fuel_empty.started,fuel_full.started,effort.started,effort_reward_2.started,effort.response,effort.rt,effort_reward_2.keys,effort_reward_2.rt,effort_reward_2.duration,text2_2.started,text2_2.stopped,text_6.started,tank.started,background.started,barBody.started,# of presses,trial score,feedbackMsg.started,image_rubies.started,feedbackMsg.stopped,image_rubies.stopped,Handedness,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,15.484772596002585,15.484772596002585,['return'],[1.8146548599997914],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r/l,,2023-08-31_14h28.41.630,RewardEffortLearning,2023.1.3,None,
,,,,,,,,,,,,,,17.368393024000397,17.368393024000397,17.368393024000397,17.368393024000397,17.392672260000836,18.65247064399955,2.0,1.2939344190017437,['return'],[0.2386545519966603],[None],19.319273438999517,19.319273438999517,19.319273438999517,19.319273438999517,19.333974951001437,19.83735791700019,4.0,0.9074963799976103,['return'],[0.2070923949995631],[None],20.058028145002027,21.072614831002284,21.072614831002284,21.072614831002284,21.072614831002284,21.072614831002284,0,0,26.110545190000266,26.110545190000266,29.097016517000156,29.097016517000156,,,,,,,
