maintask.thisRepN,maintask.thisTrialN,maintask.thisN,maintask.thisIndex,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,instrText.started,trial_select.started,trial_select.keys,trial_select.rt,trial_select.duration,text_rewardRating.started,text_rewardRating_2.started,coins_little_2.started,coins_many_2.started,reward.started,login_reward.started,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,text_effortRating_3.started,text_effortRating_4.started,battery_empty.started,battery_full.started,effort.started,effort_reward_2.started,Handedness,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,18.269744415000787,18.269744415000787,['return'],[2.0685624580000876],[None],,,,,,,,,,,,,,,,,,r/l,,2023-08-31_11h30.55.095,RewardEffortLearning,2023.1.3,None,
,,,,,,,,,,,,,,20.425756464000187,20.425756464000187,20.425756464000187,20.425756464000187,20.45197650800037,22.864951975000622,1.0,2.4559003149997807,['return'],[0.8813522459995511],[None],23.78594185900056,23.78594185900056,23.78594185900056,23.78594185900056,23.8007428840001,24.713714443000754,,,,,,,
