maintask.thisRepN,maintask.thisTrialN,maintask.thisN,maintask.thisIndex,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,instrText.started,trial_select.started,trial_select.keys,trial_select.rt,trial_select.duration,text_rewardRating.started,text_rewardRating_2.started,coins_little_2.started,coins_many_2.started,reward.started,login_reward.started,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,text_effortRating_3.started,text_effortRating_4.started,fuel_empty.started,fuel_full.started,effort.started,Handedness,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,27.466727311000795,27.466727311000795,['return'],[1.1607173460015474],[None],,,,,,,,,,,,,,,,,r/l,,2023-08-31_13h30.26.754,RewardEffortLearning,2023.1.3,None,
,,,,,,,,,,,,,,28.693614292000348,28.693614292000348,28.693614292000348,28.693614292000348,28.717571692999627,30.29236722099995,2.0,1.6092324020009983,['return'],[0.23042017400075565],[None],30.92335369600005,30.92335369600005,30.92335369600005,30.92335369600005,30.93935878299999,,,,,,,
