maintask.thisRepN,maintask.thisTrialN,maintask.thisN,maintask.thisIndex,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,instrText.started,trial_select.started,trial_select.keys,trial_select.rt,trial_select.duration,text_rewardRating.started,text_rewardRating_2.started,coins_little_2.started,coins_many_2.started,reward.started,login_reward.started,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,text_effortRating_3.started,text_effortRating_4.started,fuel_empty.started,fuel_full.started,effort.started,effort_reward_2.started,effort.response,effort.rt,effort_reward_2.keys,effort_reward_2.rt,effort_reward_2.duration,text2_2.started,text2_2.stopped,text_6.started,spaceShip.started,barBody.started,# of presses,trial score,feedbackMsg.started,image_rubies.started,feedbackMsg.stopped,image_rubies.stopped,Handedness,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,17.11178373599978,17.11178373599978,['return'],[1.4612723170012032],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r/l,,2023-08-31_13h40.35.103,RewardEffortLearning,2023.1.3,None,
,,,,,,,,,,,,,,18.647557300999324,18.647557300999324,18.647557300999324,18.647557300999324,18.673998133999703,19.84116209899912,2.0,1.2005988490000163,['return'],[0.3174084849997598],[None],20.548110413999893,20.548110413999893,20.548110413999893,20.548110413999893,20.565472550999402,21.496602834999067,3.0,1.296486670999002,['return'],[0.20429214400064666],[None],21.722176480998314,22.730035530999885,22.730035530999885,22.730035530999885,22.730035530999885,20,0,32.7724817219987,32.7724817219987,35.777135355998325,35.777135355998325,,,,,,,
