maintask.thisRepN,maintask.thisTrialN,maintask.thisN,maintask.thisIndex,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,instrText.started,trial_select.started,trial_select.keys,text_rewardRating.started,text_rewardRating_2.started,coins_little_2.started,coins_many_2.started,reward.started,login_reward.started,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,text_effortRating_3.started,text_effortRating_4.started,fuel_empty.started,fuel_full.started,effort.started,Handedness,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,18.44738155199957,18.44738155199957,None,,,,,,,,,,,,,,,,,r/l,,2023-08-31_12h40.33.986,RewardEffortLearning,2023.1.3,None,
,,,,,,,,,,,,23.482657447999372,23.482657447999372,23.482657447999372,23.482657447999372,23.507941486999698,29.64544237299924,2.0,6.164014871999825,['return'],[0.8355439810002281],[None],30.533018041000105,30.533018041000105,30.533018041000105,30.533018041000105,30.545950100000482,,,,,,,
