maintask.thisRepN,maintask.thisTrialN,maintask.thisN,maintask.thisIndex,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,instrText.started,trial_select.started,trial_select.keys,text_rewardRating.started,text_rewardRating_2.started,coins_little_2.started,coins_many_2.started,reward.started,login_reward.started,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,text_effortRating_3.started,text_effortRating_4.started,fuel_empty.started,fuel_full.started,effort.started,effort_reward_2.started,effort.response,effort.rt,effort_reward_2.keys,effort_reward_2.rt,effort_reward_2.duration,text2_2.started,text2_2.stopped,text_6.started,tank.started,background.started,barBody.started,# of presses,trial score,feedbackMsg.started,image_rubies.started,feedbackMsg.stopped,image_rubies.stopped,Handedness,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,17.122894601001462,17.122894601001462,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r/l,,2023-08-31_14h01.01.627,RewardEffortLearning,2023.1.3,None,
,,,,,,,,,,,,22.167309803000535,22.167309803000535,22.167309803000535,22.167309803000535,22.191605634001462,24.237602214001527,5.0,2.07104196399996,['return'],[0.6546594430001278],[None],25.274770110001555,25.274770110001555,25.274770110001555,25.274770110001555,25.294020138000633,25.944590788001733,4.0,1.0088006219993986,['return'],[0.23538553999969736],[None],26.204930853000405,27.216575070000545,27.216575070000545,27.216575070000545,27.216575070000545,27.216575070000545,57,1,37.248324384001535,37.248324384001535,40.25566281300053,40.25566281300053,,,,,,,
