maintask.thisRepN,maintask.thisTrialN,maintask.thisN,maintask.thisIndex,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,instrText.started,trial_select.started,trial_select.keys,trial_select.rt,trial_select.duration,text_rewardRating.started,text_rewardRating_2.started,coins_little_2.started,coins_many_2.started,reward.started,login_reward.started,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,text_effortRating_3.started,text_effortRating_4.started,fuel_empty.started,fuel_full.started,effort.started,effort_reward_2.started,effort.response,effort.rt,effort_reward_2.keys,effort_reward_2.rt,effort_reward_2.duration,text2_2.started,text2_2.stopped,text_6.started,tank.started,background.started,barBody.started,Handedness,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,15.264613138000641,15.264613138000641,['return'],[1.6341007840001112],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,r/l,,2023-08-31_14h23.29.083,RewardEffortLearning,2023.1.3,None,
,,,,,,,,,,,,,,16.967381710001064,16.967381710001064,16.967381710001064,16.967381710001064,16.992698043000928,17.774865022000085,3.0,0.819334332998551,['return'],[0.2195001809977839],[None],18.36788291100129,18.36788291100129,18.36788291100129,18.36788291100129,18.38385691000076,18.80344057399998,4.0,0.7819550870008243,['return'],[0.12764889799836965],[None],18.96530346899999,19.97875638500045,19.97875638500045,19.97875638500045,19.97875638500045,19.97875638500045,,,,,,,
