maintask.thisRepN,maintask.thisTrialN,maintask.thisN,maintask.thisIndex,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,instrText.started,trial_select.started,trial_select.keys,text_rewardRating.started,text_rewardRating_2.started,coins_little_2.started,coins_many_2.started,reward.started,login_reward.started,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,text_effortRating_3.started,text_effortRating_4.started,fuel_empty.started,fuel_full.started,effort.started,Handedness,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,126.85478366400093,126.85478366400093,None,,,,,,,,,,,,,,,,,r/l,,2023-08-31_12h24.29.350,RewardEffortLearning,2023.1.3,None,
,,,,,,,,,,,,131.89174560299944,131.89174560299944,131.89174560299944,131.89174560299944,131.9166748360003,252.0448845259998,4.0,120.15865822100022,['return'],[1.5168117389985127],[None],253.66841093199946,253.66841093199946,253.66841093199946,253.66841093199946,253.68265651799993,,,,,,,
