maintask.thisRepN,maintask.thisTrialN,maintask.thisN,maintask.thisIndex,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,instrText.started,trial_select.started,trial_select.keys,trial_select.rt,trial_select.duration,text_rewardRating.started,text_rewardRating_2.started,coins_little_2.started,coins_many_2.started,reward.started,login_reward.started,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,text_effortRating_3.started,text_effortRating_4.started,fuel_empty.started,fuel_full.started,effort.started,effort_reward_2.started,effort.response,effort.rt,effort_reward_2.keys,effort_reward_2.rt,effort_reward_2.duration,text2_2.started,text2_2.stopped,text_6.started,spaceShip.started,barBody.started,# of presses,trial score,feedbackMsg.started,image_rubies.started,feedbackMsg.stopped,image_rubies.stopped,Handedness,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,18.9988026050014,18.9988026050014,['return'],[0.5861288389987749],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r/l,,2023-08-31_13h41.50.949,RewardEffortLearning,2023.1.3,None,
,,,,,,,,,,,,,,19.660157320000508,19.660157320000508,19.660157320000508,19.660157320000508,19.686298747001274,20.851811091000855,2.0,1.2051736390003498,['return'],[0.23266916499960644],[None],21.469631505000507,21.469631505000507,21.469631505000507,21.469631505000507,21.485997497000426,22.015822714000024,4.0,0.8980444979988533,['return'],[0.24924355599978298],[None],22.28075623299992,23.288483811000333,23.288483811000333,23.288483811000333,23.288483811000333,31,0,33.32930962499995,33.32930962499995,36.34522902500066,36.34522902500066,,,,,,,
