maintask.thisRepN,maintask.thisTrialN,maintask.thisN,maintask.thisIndex,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,instrText.started,trial_select.started,trial_select.keys,trial_select.rt,trial_select.duration,text_rewardRating.started,text_rewardRating_2.started,coins_little_2.started,coins_many_2.started,reward.started,login_reward.started,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,text_effortRating_3.started,text_effortRating_4.started,battery_empty.started,battery_full.started,effort.started,effort_reward_2.started,effort.response,effort.rt,effort_reward_2.keys,effort_reward_2.rt,effort_reward_2.duration,text2_2.started,text_6.started,background.started,barBody.started,barTop.started,# of presses,trial score,feedbackMsg.started,image_rubies.started,image_shipFull.started,Handedness,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,15.115403845999936,15.115403845999936,['return'],[3.4849412750008923],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r/l,,2023-08-29_19h54.39.509,RewardEffortLearning,2023.1.3,None,
,,,,,,,,,,,,,,18.668534214999454,18.668534214999454,18.668534214999454,18.668534214999454,18.697506960999817,20.24007207699924,2.0,1.5696806519999882,['return'],[0.27725291200022184],[None],20.56582461599919,20.56582461599919,20.56582461599919,20.56582461599919,20.586311490999833,21.27486332799981,2.0,0.6954350759997396,['return'],[0.308360766000078],[None],21.61845612899924,22.63781125999958,22.63781125999958,22.63781125999958,22.63781125999958,50,1,31.183281820999582,31.183281820999582,31.183281820999582,,,,,,,
