maintask.thisRepN,maintask.thisTrialN,maintask.thisN,maintask.thisIndex,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,instrText.started,trial_select.started,trial_select.keys,trial_select.rt,trial_select.duration,text_rewardRating.started,text_rewardRating_2.started,coins_little_2.started,coins_many_2.started,reward.started,login_reward.started,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,text_effortRating_3.started,text_effortRating_4.started,fuel_empty.started,fuel_full.started,effort.started,effort_reward_2.started,effort.response,effort.rt,effort_reward_2.keys,effort_reward_2.rt,effort_reward_2.duration,text2_2.started,text2_2.stopped,text_6.started,tank.started,background.started,barBody.started,Handedness,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,14.852381597000203,14.852381597000203,['return'],[1.0016349460001948],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,r/l,,2023-08-31_14h27.15.786,RewardEffortLearning,2023.1.3,None,
,,,,,,,,,,,,,,15.926806946999932,15.926806946999932,15.926806946999932,15.926806946999932,15.953416862999802,16.686852065000494,3.0,0.7715383109989489,['return'],[0.19857458000115003],[None],17.27112240600036,17.27112240600036,17.27112240600036,17.27112240600036,17.287550016999376,18.053719782999906,4.0,1.1416420839996135,['return'],[0.1192861500003346],[None],18.190230717000304,19.202324288000455,19.202324288000455,19.202324288000455,19.202324288000455,19.202324288000455,,,,,,,
