maintask.thisRepN,maintask.thisTrialN,maintask.thisN,maintask.thisIndex,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,instrText.started,trial_select.started,trial_select.keys,trial_select.rt,trial_select.duration,text_rewardRating.started,text_rewardRating_2.started,coins_little_2.started,coins_many_2.started,reward.started,login_reward.started,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,text_effortRating_3.started,text_effortRating_4.started,fuel_empty.started,fuel_full.started,effort.started,effort_reward_2.started,effort.response,effort.rt,effort_reward_2.keys,effort_reward_2.rt,effort_reward_2.duration,text2_2.started,text2_2.stopped,text_6.started,tank.started,background.started,barBody.started,Handedness,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,16.680585051999515,16.680585051999515,['return'],[2.01672908099863],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,r/l,,2023-08-31_14h25.48.304,RewardEffortLearning,2023.1.3,None,
,,,,,,,,,,,,,,18.76520979399902,18.76520979399902,18.76520979399902,18.76520979399902,18.78987145099927,20.309004347000155,3.0,1.5567795989991282,['return'],[0.2684178409999731],[None],20.958578247000332,20.958578247000332,20.958578247000332,20.958578247000332,20.97070140299911,21.56839498000045,2.0,0.9479600039994693,['return'],[0.2330921929988108],[None],21.815938486999585,22.830026384999655,22.830026384999655,22.830026384999655,22.830026384999655,22.830026384999655,,,,,,,
