maintask.thisRepN,maintask.thisTrialN,maintask.thisN,maintask.thisIndex,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,instrText.started,trial_select.started,trial_select.keys,trial_select.rt,trial_select.duration,text_rewardRating.started,text_rewardRating_2.started,coins_little_2.started,coins_many_2.started,reward.started,login_reward.started,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,text_effortRating_3.started,text_effortRating_4.started,fuel_empty.started,fuel_full.started,effort.started,effort_reward_2.started,effort.response,effort.rt,effort_reward_2.keys,effort_reward_2.rt,effort_reward_2.duration,text2_2.started,text2_2.stopped,text_6.started,spaceShip.started,barBody.started,# of presses,trial score,feedbackMsg.started,image_rubies.started,Handedness,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,16.332579137999346,16.332579137999346,['return'],[0.6132748489999358],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r/l,,2023-08-31_13h51.26.937,RewardEffortLearning,2023.1.3,None,
,,,,,,,,,,,,,,17.028518893999717,17.028518893999717,17.028518893999717,17.028518893999717,17.05303160299991,18.419357868999214,2.0,1.3943196520012862,['return'],[0.3177282779979578],[None],19.13740382600008,19.13740382600008,19.13740382600008,19.13740382600008,19.158695426000122,19.80018700799883,4.0,1.018957483000122,['return'],[0.282288824000716],[None],20.099118430998715,21.106756576999032,21.106756576999032,21.106756576999032,21.106756576999032,50,1,31.151632219998646,31.151632219998646,,,,,,,
