maintask.thisRepN,maintask.thisTrialN,maintask.thisN,maintask.thisIndex,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,instrText.started,trial_select.started,trial_select.keys,trial_select.rt,trial_select.duration,text_rewardRating.started,text_rewardRating_2.started,coins_little_2.started,coins_many_2.started,reward.started,login_reward.started,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,text_effortRating_3.started,text_effortRating_4.started,fuel_empty.started,fuel_full.started,effort.started,Handedness,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,20.320502991000467,20.320502991000467,['return'],[1.2142690510008833],[None],,,,,,,,,,,,,,,,,r/l,,2023-08-31_13h27.53.451,RewardEffortLearning,2023.1.3,None,
,,,,,,,,,,,,,,21.612561255999026,21.612561255999026,21.612561255999026,21.612561255999026,21.636581976999878,23.5144792709998,2.0,1.912160148998737,['return'],[0.2906870440001512],[None],24.09233809000034,24.09233809000034,24.09233809000034,24.09233809000034,24.109717097000612,,,,,,,
