maintask.thisRepN,maintask.thisTrialN,maintask.thisN,maintask.thisIndex,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,instrText.started,trial_select.started,trial_select.keys,trial_select.rt,trial_select.duration,text_rewardRating.started,text_rewardRating_2.started,coins_little_2.started,coins_many_2.started,reward.started,login_reward.started,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,text_effortRating_3.started,text_effortRating_4.started,fuel_empty.started,fuel_full.started,effort.started,effort_reward_2.started,effort.response,effort.rt,effort_reward_2.keys,effort_reward_2.rt,effort_reward_2.duration,text2_2.started,text2_2.stopped,text_6.started,tank.started,barBody.started,# of presses,trial score,feedbackMsg.started,image_rubies.started,feedbackMsg.stopped,image_rubies.stopped,Handedness,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,16.151191110000582,16.151191110000582,['return'],[1.7629124499999307],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r/l,,2023-08-31_13h52.24.255,RewardEffortLearning,2023.1.3,None,
,,,,,,,,,,,,,,17.98150449500099,17.98150449500099,17.98150449500099,17.98150449500099,18.00721012900067,19.2730587799997,2.0,1.300862041000073,['return'],[0.23261035100040317],[None],19.86773077700127,19.86773077700127,19.86773077700127,19.86773077700127,19.88466311100092,20.509664498000348,2.0,0.9734339509996062,['return'],[0.22038379600053304],[None],20.75111410000136,21.76803006299997,21.76803006299997,21.76803006299997,21.76803006299997,48,0,31.815277720001177,31.815277720001177,34.82036976699965,34.82036976699965,,,,,,,
